Date,Score,Reviews
"Mar 29, 2024",POSITIVE,"This movie is a cinema masterpiece.With a small budget and a lot of heart.This movie blows away every other Godzilla movie made by miles.Centering around an actual story about the ppl was a long needed approach.We learn to care for these ppl in their fight with Godzilla,fresh off WW2.I really can't say enough good things about this movie....simply a masterpiece."
"Mar 29, 2024",POSITIVE,"If you like Godzilla, this is a must see.  I was blown away by how much I enjoyed Godzilla Minus One.  My favorite to date for sure."
"Mar 28, 2024",POSITIVE,"Godzilla Minus One is unequivocally and truly a cinematic triumph.  With a 15 million dollar budget we received a film with emotional depth, meandering characterization, beautiful visuals, and a masterpiece addressing significant themes of survivors guilt, PTSD, shame, and the human condition.  

I am blown away simply by how this can be one of the best action films of the year, perhaps the best Godzilla film ever put to screen, yet have me invested emotionally in so many of the characters. In typical fashion, this is not normally the case.

After reading and hearing all the hype for this film, I did want it to be in my top 10 of 2023 but, I don't think, by no fault of the filmmakers, that this is necessarily a movie that resonates with me.  And full transparency, perhaps my viewing experience and personal feelings towards the film may have been elevated if I'd watched it in a theatre with an audience. 

Nevertheless, this is (hopefully) a wake up call for Hollywood; great films can be made with amazing visuals and an encompassing narrative without the 200+ million dollar price tag attached."
"Mar 28, 2024",POSITIVE,"It was amazing,you actually feel for the characters and godzilla is portrayed as a actual character"
"Mar 28, 2024",POSITIVE,Simply fantastic. A perfect showcase of the franchise's original roots.
"Mar 28, 2024",POSITIVE,"the perfect godzilla movie
terrifying
the human drama was intense yet natural
godzilla is an ABSOLUTE MENACE"
"Mar 28, 2024",NEUTRAL,I love that we have more godzilla movies and this one was good. But I am looking for monster mayhem and not a sad story about war when I go to watch these movies.
"Mar 28, 2024",POSITIVE,Great Human Characters good story an amazing Vfk
"Mar 28, 2024",POSITIVE,Spectacular and Epic
"Mar 27, 2024",POSITIVE,The movie is good but the end was mediocre with feeling rushed but a serious and dark story with amazing storytelling and visuals that really sell you to the story
"Mar 27, 2024",POSITIVE,Amazing It has emotion scary and cool 100% to watch if you can
"Mar 27, 2024",POSITIVE,The best Godzilla movie ever made
"Mar 26, 2024",POSITIVE,Gripping and tense. Finally a Godzilla film where the human characters have depth and a purpose to the story more than just being filler. Godzilla is depicted almost horror movie like and for the better. Truly one of the best Godzilla films.
"Mar 25, 2024",POSITIVE,"こんなに素晴らしい映画は見た事がありません！音楽・映像・演技の全てがしっかりしていて臨場感が凄くありました！2時間くらいの映画でしたが、30分のように感じるくらいの素晴らしい映画でした。もう1度見てみたいです！

I've never seen such a wonderful movie! Everything about music, video, and acting was solid and there was a great sense of realism! It was a movie of about 2 hours, but it was such a wonderful movie that it felt like 30 minutes. I want to see it again!"
"Mar 24, 2024",POSITIVE,"Amazing movie, I had to see it twice!"
"Mar 22, 2024",POSITIVE,A great film. Nothing like the Japanese to make a awesome Godzilla movie.
"Mar 22, 2024",POSITIVE,this is a good example of staying in the original 54 gojira film's roots with the best atomic breath scene of all time
"Mar 22, 2024",POSITIVE,"Amazing, true Toho classic Godzilla"
"Mar 21, 2024",POSITIVE,"Beautiful cinematography, music that perfectly matches the movie, characters you care for, good acting, good story telling, Godzilla scenes are powerful, not just a monster action movie but a cinema masterpiece and a work of art. Won best visual effects at the academy awards and deserved way more than that. This movie will keep you focused until the final moment and leave you with the feeling of satisfaction. A must watch for all movie fans. Language is Japanese but you won't mind cuz you will be focused on the amazing story and will want more at the end of it all!"
"Mar 21, 2024",POSITIVE,This movie is awesome.
"Mar 20, 2024",POSITIVE,"Simply the perfect Godzilla film.

This movie is everything you want in a Godzilla film, a terrifying Godzilla, an amazing soundtrack and easily the best human story in the entire franchise.

This movie uses VFX but in a way that still feels like suitmation and the tiny budget makes it even more impressive."
"Mar 20, 2024",POSITIVE,One of the best films of 2023. Possibly the best Godzilla film ever made. One of the best theater experiences of my life. Perfect balance of the humans and Godzilla himself.
"Mar 19, 2024",POSITIVE,Amazing. Number 1 Godzilla movie
"Mar 19, 2024",POSITIVE,"It's amazing. For my firsts Godzilla movie seen in theaters, this movie is a masterpiece. The first Godzilla movie to get an Oscar. It's well deserved."
"Mar 18, 2024",POSITIVE,"it was really good BUT shin godzilla still better, and the wife of the main character who survive is a lot weird, i know she's probably wife godzilla power or something like that but it's still not relevant sadly"
"Mar 18, 2024",POSITIVE,"I never thought I would walk away from 2023 with ""Godzilla: Minus One"" in the Top 3 Best Movies of the Year, but here we are and I'm still mad that it wasn't nominated for Best Picture.  Then again, the Awards never made sense anyway, nor have they ever mattered in decades.

One of the many things that has been missing from the Godzilla films, especially the ones made in the USA, are likable characters we want to see survive.  And this movie delivers that missing ingredient, along with great directing, writing, and acting.  Despite the film being in Japanese, I was able to understand and become invested in the lives of these characters in a post-WWII setting of Japan.  The main character has an arc that is in connection to Godzilla, and it's done very well.

Speaking of which, Godzilla himself makes a return to his roots as just being a monster of destruction, a true animal of nature on a bigger scale.  In what appears to be a mixing of previous films interpretation on the King of Monsters' origins, Godzilla is an ancient creature that mutates due to the radiation of the nuclear bombs dropped in Japan.  So, it's a mix of mother nature and man-made.  And the best part is that they made Godzilla scary again.  Which in turn makes you want to see the characters survive and win against the giant monster that is tearing apart their new lives that have been built from the ashes of a world war.

There's only a few flaws to speak of.  Some of the CGI isn't that good, although when it is good, it's really good.  There's a few edit choices that felt weird and some moments of dialogue that didn't feel right, but they're very few and far between.  Aside from that, it's a very solid film.

In all honesty, this just might be the best Godzilla film ever made.  It has emotional weight, a terrifying Godzilla, interesting and likable characters, and just an enjoyable experience."
"Mar 17, 2024",POSITIVE,absolutely phenomenal
"Mar 17, 2024",POSITIVE,"GMO was a fun story. The story is quite surprising because it follows very closely a man and his family, after WW2. Very touching story that will get you some tears at times. Don't worry Godzilla is there. You are also showed the state of Japan after the war. The acting is really good. Of course you can almost feel the acting coach with the very young girl, but that's ok. The special effect are fine to amazing. The way they show how heavy Godzilla is, is interesting. And there is no magical: I can stand on the water, with this one. I give it 85%. This is by far, the best Godzilla movie I have seen."
"Mar 17, 2024",POSITIVE,"Lived up to the hype I'd been hearing about. I have loved Godzilla since I was a kid watching the movies on local TV on Sunday mornings growing up. I like the more recent MonsterVerse films, but it was awesome to see Godzilla as he originally was, the bad guy. Also, the human element delivered better than most Hollywood films."
"Mar 16, 2024",POSITIVE,"This is easily one of the greatest Godzilla movie of all time, and I'm saying this as a Godzilla fan and a critic. The effects, the plot, the emotions, and the characters are all amazing. And this film made me actually be afraid of Godzilla and it even made me root for the characters to win. i'm also glad at one at the Oscars for best VFX's."
"Mar 16, 2024",POSITIVE,INCREDIBLE!!!!!! I did not even want to go to the bathroom.
"Mar 15, 2024",POSITIVE,"PELICULON, al fin la historia de los humanos es interesante"
"Mar 14, 2024",POSITIVE,"Man what can I say. Never thought I'd be able to bring my any of my somewhat picky siblings to watch a Godzilla movie but this one was so good, I had to make them see it. They actually loved it and one of them cried."
"Mar 14, 2024",POSITIVE,"Great Movie,Breathtaking Visuals that will have you Questioning the Budgets of some other Hollywood blockbuster. Godzilla is Back to his Horrifying glory of the 1950s in this film where he terrorize the country of Japan after the end of the war. In the film you will grow and care for the characters while staying stunned by the world that's built in it. 9.5/10"
"Mar 14, 2024",POSITIVE,Second greatest kaiju movie of all time. “King Kong” (1933) was the first. 
"Mar 13, 2024",POSITIVE,One of the most emotional and satisfying movie experiences I've had in recent years!
"Mar 13, 2024",POSITIVE,furrys  vs japan part 674367843643
"Mar 13, 2024",POSITIVE,The first Godzilla movie to win an oscar. Very Well Deserved!
"Mar 12, 2024",POSITIVE,"Story was riveting, characters were fleshed out, and the visual effects were stunning. And don't even get me started on the soundtrack, to die for."
"Mar 12, 2024",POSITIVE,"Incredible. I have to be real. I don't like Godzilla movies, I think it's the same story all the time so when I heard there is this movie titled ""Godzilla: Minus One"" I was not hyped for it but my god I never knew I could enjoy a Godzilla movie so much.

Very well done, the acting, the visuals, FANTASTIC!"
"Mar 10, 2024",POSITIVE,This movie should win the OSCAR
"Mar 10, 2024",POSITIVE,Hands down the best Godzilla movie I've ever witnessed. The action was awesome and the characters were great. I would love a continuation of this version if it were to happen
"Mar 10, 2024",POSITIVE,This film is a love letter to Godzilla and the films of the 70s/80s. How I wish it would win the Oscar for visual effects.
"Mar 9, 2024",POSITIVE,Surprising story wirh emotional depth and stunning visual effects. Really sad that it was not presented in theaters the way it should have. Best modern day Godzilla movie ever.
"Mar 7, 2024",POSITIVE,"""i cant believe oppenhiemer did this""- Jim Caddik AKA Caddicarus"
"Mar 7, 2024",POSITIVE,Amazing storyline and special effects! Can’t wait to buy it!
"Mar 5, 2024",POSITIVE,The best Godzilla film ever made so far.
"Mar 5, 2024",POSITIVE,"I love this movie alot and can't wait for it to go on DVD. As a Godzilla movie, it slaps and as a movie, it rocks. I suggest you watch it if you can."
"Mar 4, 2024",POSITIVE,"I see as many new movies as I can, and this was the best in the last 12 months (at least). And I just saw dune 2 which was great. The soundtrack made the movie. Great visual effects on top of that. Hands down the best best Godzilla since the original."
"Mar 4, 2024",POSITIVE,An excellent monster movie that features human drama just as compelling
"Mar 3, 2024",POSITIVE,"A monster of a film. This was one of my favorites of all time--it may even make the Top 10 list. The story was fantastic (and unexpected). I laughed, cried, and cheered for the protagonist the entire way. Who knew that a giant monster could win my heart? Love."
"Mar 3, 2024",POSITIVE,"The best Godzilla movie ever created, on par with the original"
"Mar 3, 2024",POSITIVE,Absolutely fantastic. The story is meaningful and impactful. Redefines what a modern day Godzilla movie can be.
"Mar 3, 2024",POSITIVE,If you dont like this movie you are a sissy ducker that sucks dicks. Simple as that
"Mar 2, 2024",POSITIVE,"yes,that's kind of it."
"Mar 1, 2024",POSITIVE,"Absolutely amazing movie, loved the visuals and the storyline."
"Mar 1, 2024",POSITIVE,First Monster Movie To Make Me Cry
"Feb 28, 2024",POSITIVE,No doubt THE BEST GODZILLA MOVIE OF ALL TIME!
"Feb 28, 2024",POSITIVE,it's godzilla folks what more can I say
"Feb 27, 2024",POSITIVE,"With real careable characters, compelling story and the horrorific godzilla, this becomes a perfect movie"
"Feb 27, 2024",POSITIVE,"Amazing they could do so much with such a relatively small budget. The movie hits hard and doesn't rely solely on over the top action scenes to entertain and keep the audience engaged. The human story is powerful, the acting top notch and the writing… well this is the best written Godzilla movie of all time."
"Feb 25, 2024",POSITIVE,This movie was great! I can't wait for another Godzilla to come out! ⭐️⭐️⭐️⭐️⭐️
"Feb 25, 2024",POSITIVE,This is so much better than the Monsterverse movies.   Watching this movie made me feel like I was 5 again watching the 70s/80s Godzilla movies.
"Feb 25, 2024",POSITIVE,"The story of the human characters was beautiful and the best feature here, not the giant lizard. It could have been better and far more realistic (although I appreciate that's not what this was aiming for) with an environmental threat that didn't involve a CGI headache hogging so many scenes."
"Feb 24, 2024",POSITIVE,"The best movie of 2023. Endlessly rewatchable, every character has a strong arc and action scenes are edge of your seat. Poignant and super smart."
"Feb 24, 2024",POSITIVE,"This movie is unbelievably good ! I was expecting more of a action type of godzilla but in japanese,  but the story itself was completely S tier writing. the best movie of 2023"
"Feb 24, 2024",POSITIVE,The perfect example of how to make an ideal film.
"Feb 22, 2024",POSITIVE,"‘Godzilla: Minus One' is possibly the best entry for the character. The visual effects are absolutely astounding and the human characters are actually compelling, this feels like a modern take on the classic ‘Gojira' film from the 1950's but for a new generation of fans to enjoy!"
"Feb 22, 2024",POSITIVE,"I think I've seen all the Godzilla movies... and this is my favorite by far! One of the best five movies of 2023. Try to see it on the big screen... also saw Minus Zero, which I -- and my 12-year-old son -- loved as much if not more!"
"Feb 21, 2024",POSITIVE,"fist things first
this movie would be best pic material if Godzilla WAS NOT IN THE FILM, the human story is that good!!!!

this movie is special and different, its a human story with godzilla in the backround and it works great, we see just enough pof him that we are satisfied, but the human drama is excellent, morbid, realistic and very well written

this movie to Americans may come off as terryifying in some scenes, americans may find the japanese dialect  as very nerve wrecking
simply put, a great analogy

Minus to the godzilla films, is ""joker"" to the DC films

its just different and way way better if you ask me, the mosterverse in USA looks laughably bad compared to this film,  mark my words

this flick will break streaming records in america for a international release when it comes out"
"Feb 20, 2024",POSITIVE,"Possibly movie of the year and clearly the best Godzilla film. Some of the acting was a bit over the top for me, but in general an awesome movie with some meaningful themes where I actually care for human characters in a Godzilla movie, which in itself is a great achievement 😀"
"Feb 20, 2024",POSITIVE,pretty good all in all.
"Feb 19, 2024",POSITIVE,Literally so good that you could take Godzilla out of the movie and it'd still be fantastic.
"Feb 19, 2024",POSITIVE,"Never did I think in a million years that a Godzilla movie would make me sob in the theater like a child after it finished, and make me have a ten minute long train of thought about life, death, self-sacrifice, war, and the value of life. Good god, this movie is good. I genuinely think this is one of the best movies ever made, and definitely the best Godzilla movie. Please go see it if you get a chance, you will NOT be disappointed."
"Feb 17, 2024",POSITIVE,The best Godzilla film and I think it is far more better than The American version of Godzilla. Every Godzilla fan and non Godzilla fan should watch this film.[Note: You don't need watch any other films to watch this film because it's a complete reboot😊] Thanks for reading my review ☺️☺️.
"Feb 16, 2024",POSITIVE,"I am a huge Godzilla fan.  This was the best Godzilla movie that has been made so far.  Normally when I am watching these movies, I don't feel like the plot line is very strong,  so I really enjoy the monster fighting, although it seems as though while the monsters are fighting, we are cutting away to the human characters talking about 
some inane thing.  This story was engaging enough that you didn't really miss that Godzilla wasn't in the movie constantly."
"Feb 16, 2024",POSITIVE,"Leave it to Japan to totally outdo Hollywood at their very own game with a fraction of the budget one would normally get for something of this magnitude and scale. Simply put, the best Godzilla movie to date. Awesome visuals and a thoroughly engrossing story-line with human characters you actually care about. Something I couldn't say the same thing about with Apple TV pluses Monarch: Legacy of Monsters in my opinion.

As mentioned, the characters and story were true standouts and Godzilla was portrayed as the most fierce and menacing monster I've ever seen before on-screen through so many films over the years. When this monster is walking, you genuinely feel the tremendous impact with every footstep taken.

Loved the character arc for the lead actor and for those not familiar with why this total was chosen, it's done with reference to Japan being characterized at Level Zero in terms of the state of fragility with this Country following the conclusion of World War 2 and with this new ever menacing threat, its now a step below this.

Great actions sequences and a feel-good movie that delivers in spades. Superbly crafted. The director Takashi Yamazaki has said he will take his time as far as coming up with a great sequel and I'm completely fine with this. Take all the time you need if it means something similar here can be re-done with new aspects. 

Loved some of the careful and proper nods paid by the director to classic thriller movies before this like Jaws for one. Extremely well done."
"Feb 15, 2024",POSITIVE,"Perfection. Hollywood has *everything* to learn from this gem. Though I do enjoy the ‘Monsterverse' films, they're nowhere near the level of artistry this film has to spare. As good as could be hoped for - and then some. I love this film, and am still angry I wasn't able to see the monochrome version in theater. Hoping they'll both be on the Blu-Ray, & that it's released sooner than later…"
"Feb 14, 2024",POSITIVE,"not only the best godzilla movie, but the best possible godzilla movie. maybe it's just that most of the other godzilla movies aren't that great, but in my opinion, there is nowhere else to go from here because minus one is perfect. Shakespeare's tragedies absolutely cannot match the absolute despair I felt when I realized I couldn't put six stars"
"Feb 14, 2024",POSITIVE,Beautiful and well made movie. I saw three times in theaters and cannot wait to own this forever.
"Feb 13, 2024",POSITIVE,"The best film of 2023! great script, excellent visual effects, fantastic performances. An emotional and great film, simply the best Japanese film I've ever seen."
"Feb 13, 2024",POSITIVE,"Yep, this is it. The best movie of 2023 no questions asked. Take notes Hollywood."
"Feb 13, 2024",POSITIVE,"This movie kicked ass no lie. You think you're getting an monster mash movie, which is fine, those are fun, but you're getting a deeply layered, earnest story about family, love, bravery, mental trauma, courage, and the value of a human life. Scary monster, good effects, great story, wonderfully done."
"Feb 13, 2024",POSITIVE,"One of the best films to come out in the past few years (In my humble opinion). Excellent story writing, dialogue to action ratio is well balanced, some of the most compelling characters I've ever seen portrayed in a film, and a great musical soundtrack. Way to go Japan, keep it up :)"
"Feb 11, 2024",POSITIVE,Una película excelente y dramatica
"Feb 11, 2024",POSITIVE,A surprising win. We loved it.
"Feb 10, 2024",POSITIVE,This movie was breath taking with stunning effects. Godzilla minus one is my favourite Godzilla movie in the franchise and one of my favourite movies ever.
"Feb 10, 2024",POSITIVE,this movie was so beautiful. I did not expect something so emotional and powerful. a great Godzilla intro movie I think. a great combination of action and plot that leaves you wanting to learn more about Godzilla if you don't already know
"Feb 9, 2024",POSITIVE,Utterly terrifying and riveting movie on Godzilla.
"Feb 8, 2024",POSITIVE,"One of the best films I have seen in a while. The design of Godzilla was phenomenal and I was left speechless during the scenes which featured him. The soundtrack too, wow!!

Also, I felt fully connected to all of the characters who led most of the story. I understood their motives and decision making and felt strong emotions to the twists and turns of the film. 
It showed the braver side of humanity during a time of big hollywood films demonising different groups. 
I forgot I was reading subtitles for most of the film. A truly fantastic watch that I highly recommend you see!!"
"Feb 8, 2024",POSITIVE,"Está si es una película de Godzilla, la cual impone miedo y tensión al momento de aparecer, al igual que la historia que se maneja como va avanzando hace que no pierdas la mira y la atención a la misma película, es grandiosa."
"Feb 8, 2024",POSITIVE,"This might be one if the best films I've ever seen. It really felt like an authentic film. The story freaky sucks you in. Godzilla wasn't even the star of the first half of the time. And by the time he makes a reappearance, you're invested into the characters  and feel the pain they go through."
"Feb 7, 2024",NEUTRAL,"Surprisingly good. Always amazed (and should not be, but it is what it is) when I see such emotion and silliness and ........ humaness in the Asian characters. Obviously prefer to see a movie without subtitles, but this was a real surprise and very good. Fun even."
"Feb 7, 2024",POSITIVE,"I've always been a fan of Godzilla, but this movie is spectacular!!! Great story and incredible visual effects. Godzilla movies are usually just escapist fun, but this movie has a very heavy plot dealing with PTSD and loss. It also treats Godzilla as a terrifying bad guy, in the true sense of his origin. Also got to see this movie a second time in 4DX! WOW!! If you get the chance - DO IT!!!"
"Feb 6, 2024",POSITIVE,Muy buena película la mejor de godzilla que se a hecho
"Feb 6, 2024",POSITIVE,"This movie was amazing, this design of Godzilla was downright one of the best, and the human characters were great, maybe the acting was pretty forced, but the movie writers put so much work into making the characters great and compelling, and you critics who rate these movies on their CGI, just shut up, seriously it's so stupid, even if we were grading movies on their cgi Godzilla minus one would be praised, which it is. This movie did so much for a budget that was only 10 to 15 million dollars, and I hope that there is a new movie that takes 5 years to make, if it takes one year, I fear for the integrity of the first Godzilla films."
"Feb 6, 2024",POSITIVE,"best movie of 2023, easily"
"Feb 6, 2024",POSITIVE,One of the best Godzilla film I've seen for a long time.
"Feb 6, 2024",POSITIVE,"Such a great movie to watch, a fresh of breath air to the copy paste formula Hollywood has since replicated. The movie although is titled Godzilla, is very much about people. How they relate to each other especially after losing WW2, how they try to heal from that when all of a sudden they're all faced with the enormous obstacle that is Godzilla."
"Feb 6, 2024",POSITIVE,"I grew up on Godzilla (mostly the American version) but this outdid anything the Legendary put out by a long shot, and legendary is my favorite Godzilla. I watch Legendary all of the time but this is the perfect movie to balance the dumb kaiju fights with serious and villainous Godzilla. Loved it, top of the line movie, would most definitely recommend to anyone."
"Feb 6, 2024",POSITIVE,It's the best take on a Godzilla movie yet. You actually get the human perspective.
"Feb 6, 2024",NEGATIVE,Movie is horrible it's the worst movie about Godzilla
"Feb 6, 2024",POSITIVE,"I've seen this 3 times, 2 in color and 1 in B&W.  This is the best version of Godzilla since the original in 1954 and a welcome respite from MCU and the Monsterverse!   I've also seen all the major films in 2023 and I would rate this even or just above Oppenheimer.  It is that good!  The only disappointment is that they pulled it to make way for another Monsterverse film, which after this masterpiece can only disappoint us.  This movie has set the bar that high."
"Feb 5, 2024",POSITIVE,this Movie is the best movie you have to see this movie because how much money it made is worth it because First: is how Great it look's please give this movie 10/10 now theater's plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
"Feb 5, 2024",NEUTRAL,Godzilla was fantastic !!  Just not enough of him !!!  Instead we get sappy love story.
"Feb 5, 2024",POSITIVE,"This is one of the best movies I've ever seen no seriously. I've never been a fan of Godzilla and let alone the Japanese audio and didn't have very high expectations for the movie, but it was amazing and I will definitely be rewatching it on streaming services once released."
"Feb 4, 2024",POSITIVE,Probably the best Godzilla movie I have ever seen. Recommend seeing this if you like big nasty monsters!!!!
"Feb 4, 2024",POSITIVE,it's like if a film had godzilla in it
"Feb 4, 2024",POSITIVE,"Saw minus color.  The B&W made the film even more fantastic.  If you have the option to see it that way, I highly recommend.  But if not, watch it in color it's a movie you shouldn't miss"
"Feb 3, 2024",POSITIVE,Compelling and entertaining.
"Feb 3, 2024",POSITIVE,Wow!  A monster movie with a plot!!  A must see if you're a Godzilla fan.
