Date,Review,Score
"Feb 28, 2024","""Fast X"" is the highly anticipated tenth film in the ""Fast and Furious"" franchise. This movie is action packed and turns back to its racing roots for a solid chunk of the movie. That being said, it does contain an extensive amount of violence, especially for a Fast and Furious movie. While definitely not a Christian movie in any regard, it does have some good strong messages about the importance of family, putting others first and sacrifice.  

First Media Key: Balance
Balance is not a word that doesn't seem to be in director Louis Leterrier's vocabulary. I know that might seem harsh but there is little to no balance in this film. There is a huge amount of unnecessary violence and only a couple of dialogue scenes. Now while this is an action movie, ""Fast X"" does stray away from the balance that was seen in the first couple of films in the franchise. In the article it says ""However, what I do find troubling with this latest chapter is the foul language, the increased amount of sexualized content (including sexualized females), and the violence for the film has certainly increased"". 

Second Media Key: Attitude Awareness
This movie doesn't require one to watch it with a strong awareness of their attitude. This movie will actually most likely change your attitude in regards to family, in a good way. This movie is all about family, or familia as Dom Toretto, the main character likes to say. Whether your attitude towards the topic of family is good or bad, you will leave this movie knowing that blood is in fact thicker than water. 

Third Media Key: Dignity of the Human Person
While I am a big fan of the Fast and Furious franchise, they unfortunately do not do a good job in fulfilling this media key. And ""Fast X"" is not an exception. Throughout the movie, there are multiple situations where someone is knocked out cold and then shot. Shooting the person is unnecessary within those situations because being knocked out, they wouldn't have posed any threat. By shooting the already knocked out person, there is a lack of respect for the dignity of the person. There is also a scene somewhat early on in the movie where the villain Dante, props up the dead bodies of two people that he's killed and is painting their nails. This is a very disturbing scene because not only is it kind of graphic, but there is an extreme lack of respect for human dignity. 

Fourth Media Key: Truth-filled
This movie isn't the most truth-filled film out there by a long shot. However, it does have some very impactful familial truths. For example, there is the continuous truth throughout the whole film series that family doesn't turn their back on family, especially when times get tough. This is one of the main elements of family life. Another truth that is seen in the movie is we are all family. Looking at this from a Catholic standpoint, we are all family in the sense that we are all part of the family of God.  

Fifth Media Key: Inspiring 
This movie is definitely inspiring in regards to family. In the movie, Dom Toretto delivers lines like ""Family defines us. By blood or by bond, family is a powerful thing"". But Toretto is more of a man of action than of words; and that is seen very clearly throughout the film. He throws himself over members of his team when something explodes, he taunts the villain to chase after him instead of his family(his team), he wraps his son up in his arms and takes the brunt of the impact when thrown from a car, etc. This movie will definitely inspire one to appreciate, support and love one's family more. 

Sixth Media Key: Skillfully Developed
Although this film may not fulfill some of the other media keys, it most definitely fulfills this one. This film was developed with the Fast and Furious franchise fans as the target audience. This movie was one of the most highly anticipated movies of the year because of its continuation of the series. Similarly to the ""Barbie"" movie, this film really plays on the nostalgia that this series set with its first film back in 2001. Many characters are brought back and many are revealed to be alive and well, when thought to be dead. When the movie came to an end and the credits rolled, theaters were filled with applause and cheers.

Seventh Media Key:Motivated by and relevant to experience
While on the surface this movie does not seem to be relevant to experience, when looked at more closely it actually is. Throughout the course of this movie, Toretto is faced with the decision of whether to put himself first or his family. And of course, as seen in the previous films, he immediately chose his family. This is relevant because at some point in our lives, we have been faced with the same choice. It is also relevant because of the self-sacrificing aspect. Toretto and his team members are seen being willing to sacrifice themselves in order to save/help others. This is something that all of us have experienced, maybe not in circumstances as extreme as the one shown in the film, but similar nonetheless. Additionally, as mentioned for the previous media key, Leterrier uses the fact that this is the tenth film in the series to really play on the audience's nostalgia. 

Although this film is skillfully developed and inspiring amongst many things, I wouldn't recommend it as a movie to watch with the family or as a good moral movie to watch. Leterrier does a good job at continuing the Fast and Furious franchise when remaining somewhat loyal to its original racing roots. I think that my review of this film would be appreciated by some people and not by others because I was honest and tried not to sugarcoat anything. There will most likely be a large number of people who disagree with me because a good chunk of people who watched this movie are Fast and Furious fans. Others will appreciate it because I give my honest review and I look at this film from a moral standpoint.",NEUTRAL
"Feb 25, 2024","This movie was so insanely stupid. The acting was half hearted and the plot was insulting.  I like Momoa, but his talent was wasted here.  I could see what he was going for, it just didn't work.  There are plenty of movies that are enjoyable as long as you can switch off your brain - this isn't one of them. Brain on or off, it sucked.",NEGATIVE
"Feb 25, 2024","Agree what others said about being unrealistic, but I love the characters, specially the ones that you didn't expect to be there. Was just wondering what happened to Brian's children Jack and Olivia, knowing that this movie is about family. Hope they would show in Part 2.",POSITIVE
"Feb 25, 2024","Meh...except for Jason Momoa, his character is over the top, and made the whole movie worth watching.",NEUTRAL
"Feb 23, 2024","It was mildly entertaining if you shut your brain off. However, we need to support movies that have good writing and original ideas. The success of franchises like this is why Hollywood operates the way that it does. These movies more money than they deserve. Don't give them any of yours.",NEGATIVE
"Feb 23, 2024","Felt like F&F's infinity war, They got there own avengers, They got what expendables want to become, Perfect Villains. Spot-on Cameos and amazing plot points left to explore further, each and every character and connection from previous movies feels natural and goddam they got whole old cast together with great new comers , Ending feels incomplete obviously.. but post credit was surprisingly awesome. Overall an Amazing movie.",POSITIVE
"Feb 23, 2024","Look no further for mediocre actors and a ridiculous plot. I saw this against my will, this franchise should have ended 10 years ago.",NEGATIVE
"Feb 22, 2024","As an action movie, absolutely OK. The stunts and effects are amazing. Really really good actually!! But the music sucks - big time - as always!! - And has that in all films. And now the story is getting really watered down and thin! Doesn't hold much of value or interest or substance anymore - despite the cast with some good and celebrity actors and sadly others who should have been fired before/after(?) movie 3! Oh, and the franchise was story-thin already by/after movie #2 - although they got a little boost in movies 6 and 7. Mostly thanks to the participation of Dwayne Johnson and Jason Statham who are also in this one with Helen Mirren in a small role. Jason Momoa doesn't help Fast X one bit, sad to say. He overacts in a way that only Nicholas Cage can get away with - here it just gets hilariously pathetically bad!
They are past the time to scrap this series for good I think. Let it rest in peace please….
But there will be a part 2. Hopefully they end the whole franchise with it!",NEGATIVE
"Feb 22, 2024","In my opinion, Jason Momoa gives the worst performance in this franchise's history (and that is saying something!).",NEGATIVE
"Feb 18, 2024",O filme mais porcaria que já vi. Totalmente perdido sem nenhum foco. Todo mundo ajuda o Dominique sem motivo nenhum. Mais um filme porcaria do vin diesel,NEGATIVE
"Feb 17, 2024","FAST X is a solid entry in the franchise, featuring the same craziness that's become a trademark of the series. However, for the first time I can recall, it includes some more laid-back character-building moments, which add depth without the usual franchise melodrama or grandiosity. John Cena brings a much-needed comedic touch to the film, and it feels entirely natural. Jason Momoa also dives headfirst into his role, giving it his all and channeling a Vaas-like vibe (from Far Cry 3). However, due to a script flaw, his character lacks a stronger motivation, making his actions feel somewhat extreme and senseless. The rest of the cast delivers their usual performances, staying true to their characters. What's lacking in this film is the creativity in Dom's storyline, and Vin Diesel's effort in portraying him. Dom once again plays the role of the family patriarch who must make sacrifices to save everyone, even though it's a recycled plot from previous films. Nonetheless, it serves as a good plot device for advancing the story and allowing other characters to shine. Overall, FAST X delivers some genuinely funny moments and doesn't disappoint in the action department, featuring some of the craziest sequences yet.",POSITIVE
"Feb 16, 2024",muy entretenida la verdad,POSITIVE
"Feb 13, 2024","F&F always the best, waiting for next",POSITIVE
"Feb 13, 2024","Was hesitant at first glance but this was one of the best films I'd seen since returning to theaters, when you realize a movie is supposed to be crazy, emotional and entertaining thats what this film gives you from start to finish. Plus Jason Momoa is truly an underrated actor we need to appreciate his genius while we can.",POSITIVE
"Feb 11, 2024",Another pointless sequel to a series that lost it's purpose 4 movies ago,NEGATIVE
"Feb 11, 2024","so painfully awful and bad...like torture 2 your brain with cgi computerized crash after crash after crash...so awful, but another 1 is coming in 2 years",NEGATIVE
"Feb 10, 2024","After the disappointing over-the-top antics of the previous film, FAST X is a welcome return to form for the franchise. The self-seriousness of Dom and company is as funny as ever, and the film's actual humor works well too. The F&F series has always excelled at elevating the car chase to a kind of visual poetry, and FAST X impressively achieves the difficult balance of human-centered and kinetic vehicular action. The use of big-budget practical effects further distinguishes the film from the all-too-common CGI spectacle of other blockbusters. Jason Momoa is terrible/perfect as the flamboyant villain, and the story's skillful connection to earlier installments sets the stage for a fitting eventual end to the saga.",POSITIVE
"Feb 10, 2024","Easily the worst big budget film I have ever seen. Writing was like someone was huffing glue while watching Transformers and Batman. Vin Diesel does the worst acting i've ever seen in my life. The best part was Jason Mamoa, at least he recognized he was in a meme and played to it. Fast Franchise officially more cringe than Transformers, shameful. I am glad I did not pay to see it in theaters.",NEGATIVE
"Feb 9, 2024","É o típico filme de ação de ficção científica com carro tunados, mas eu ainda amo",POSITIVE
"Feb 9, 2024","It's a cool film it's not the best out of the series and sometimes you can see a greenscreen or two behind an actor, but other than that it's funny and enjoyable.",NEUTRAL
"Feb 6, 2024","I loved it. When it comes to action, I don't need reality and this movie delivers. Going to watch the others now and CAN NOT WAIT FOR THE SEQUEL!!!  Almost an all star cast. And Reacher was such a welcomed surprise! Great date night movie. The bigger the explosion, the more I'm on the edge of my seat! Kudos to everyone involved in the making of such an exciting movie.",POSITIVE
"Feb 6, 2024",The movie is full of stupid elements and it makes it very difficult to suspend disbelief. Some of the CGI is bad enough to distract from the action. Why watch a car chase movie when the car is CGI? The plot is also very underwhelming.,NEGATIVE
"Feb 4, 2024","I really wanted to like this movie, but, man, if I hear Vin say ""family"" one more time I'm gonna hurl.
The problem with this movie series now is they have so many ""stars"" in it that it's trying too hard to make all of them relevant.",NEGATIVE
"Feb 3, 2024","Okay, it starts with action which is maintained throughout the movie. But really? Who lives like this? The acting is pretty bad and the bomb? Oh yes there's a bomb which I guess any bad guy can buy and load on the back of a truck at his whim. Well, it rolled all over Rome on fire and no explosion. Oh, I'm sorry, there's the incredible Dom, the hero! Dom uses his fabulous car to put the bomb in the water because well, he's Dom. Only he can save the Vatican.  It's a very silly, ridiculous movie that can't be saved even with the amazing cast. Okay, Jason Momoa gives great villain face, and he is funny. The dialogues are all stupid because the lines and scenes are contrived and nonsensical.  My goodness all those angry, psychotic faces! Lots of scowling to show their fury!!!! John Cena and Dom's son flying in a little surfboard plane fueled by Smirnoff vodka that was unloaded from a plane several thousand feet in the sky? Really? The music when Dom picks up Brie Larson when she got shot and puts her in the car! Touching? Nope. Corny as hell.  Tyrese and Luda bonding over leadership? I wanted to projectile hurl. No, really. The movie is campy and if you have a couple of hours of your life to spare and you want to watch something totally unbelievable, asinine and has no cinematic merit, get your snacks, your girl or your man and something to put you in the atmosphere like a lot of wine or weed. Remember, those are hours of your life you cannot get back. Oops I'm sorry, parents. But you too should allow your kids to blow up and shoot the bad guys to prepare him for her for those rough days in school .",NEGATIVE
"Feb 3, 2024","Okay, it starts with action which is maintained throughout the movie. But really? Who lives like this? The acting is pretty bad and the bomb? Oh yes there's a bomb which I guess any bad guy can buy and load on the back of a truck at his whim. Well, it rolled all over Rome on fire and no explosion. Oh, I'm sorry, there's the incredible Dom, the hero! Dom uses his fabulous car to put it in the water because well, he's Dom. Only he can save the Vatican.  It's a very silly, ridiculous movie that can't be saved even with the amazing cast. Okay, Jason Momoa gives great villain face and he is funny.  But the move is campy and just well, if you have a couple of hours of your life to spare and you want to watch something totally unbelievable, get your snacks, your girl or your man and if you like, some weed. Remember, those are hours of your life you cannot get back.",NEGATIVE
"Jan 29, 2024",Ridiculous but entertaining.  Unfortunately realism has left the building completely on this one!,NEGATIVE
"Jan 28, 2024","As far beyond normal criticism as it's possible to get. Everyone involved in this irredeemably asinine movie should be ashamed, especially Mamoa. Only good line was him him dry retching the word family. Rotten Tomatoes should introduce negative star ratings just for this tedious franchise.",NEGATIVE
"Jan 28, 2024","What the heck? First off I have seen several of the series but it was obvious that the first 30 minutes was a love fest for the characters... which I don't have a real connection to so that pulled me out a bit. Then, I am all for a popcorn movie and being over the top but this even pushed my limit. AND...there is no ending! I wasted over 2 hours and there are so many loose ends! So unsatisfying! I will not continue wasting my time with this series. If you aren't a serious fan, don't waste your time.",NEGATIVE
"Jan 28, 2024","Passable entertainment but this series is running on fumes. Best part of the whole movie is John Cena. Rest of the cast is just meh. The plot is thin and unoriginal. These movies now boil down to (fill name here) villain is after the ""family"" and Dom has to save the ""family."" Simply adding in more A list actors is not saving this franchise.",NEGATIVE
"Jan 27, 2024",What can I say.  Just bad!,NEGATIVE
"Jan 27, 2024","Jason Momoa was fantastic, loved his unusual character, masculine and feminine. What a great huge cast. I don't usually like these action films, but this one was very impressive.",NEUTRAL
"Jan 26, 2024","Ridiculous stunts, melodrama and not good dialogue. The acting not so good and the plot is a reason to have 5 minute cameos. That said it is entertaining.",NEUTRAL
"Jan 25, 2024","Open scenes brought to you by ""CHEESE""

Action scenes brought to you by ""Endless Gears""

Plot brought to you by ""Ran out of ideas""",NEUTRAL
"Jan 23, 2024","Turn off logic and imagine you're watching one of your favorite animated shows. Don't worry about Vin Diezel's mumbling. I'm sure you'll make it to the end. Between all the mess is good popcorn movie action. Keep in mind the first sentence. In the end, Jason Mamoa's quirky performance helped...a little.",NEGATIVE
"Jan 22, 2024","Touching homage to the franchise throughout the film but made you miss the simplicity of the earlier films. Now it's just a hodge podge of outrageous complexity, although Momoa is a phenomenal villain. (44%)",NEGATIVE
"Jan 20, 2024","What more can we say about this franchise? There´s ""only"" 2 more left!!! (apparently)",NEGATIVE
"Jan 20, 2024","Dialogos sin sentido, horrible actuación de momoa",NEGATIVE
"Jan 20, 2024","Is the move unrealistic? Yes. Is the movie basically the same as the other 10? Yes. Will it win an Oscar? No. But, is it entertaining? Absolutely.

It's a good movie to kill 2 hours without boring you. That's it's goal. There's even a scene or two where Vin Diesel strings together two consecutive sentences.",NEUTRAL
"Jan 20, 2024","Family but squared + r.i.p john cena 
Your time is up, my time is now
You can't see me, my time is now
Its the franchise, Boy, I'm shining now
You can't see me, my time is now",NEUTRAL
"Jan 18, 2024","I've been struggling to stay interested with the Fast movies, the further along we went, the more silly they became. This last one was just cringe. It's like they are making these just to say HEY! ANOTHER FAST FLICK!",NEGATIVE
"Jan 17, 2024","Dumb movie, story line was jacked. Unbelievable. Should have been animated.",NEGATIVE
"Jan 15, 2024",Fast X was way over the top and I loved it. Mamoa is like the Furious Joker...and the family love is so schmaltzy you want to gag. But it keeps every second of your attention.,POSITIVE
"Jan 15, 2024","It's a good movie. Fun and adventurous but slightly darker than the other Fast & Furious movies. Completely different movie than the original six but with that in consideration, it's great.",NEUTRAL
"Jan 10, 2024","Interesting until the last 20 minutes or so. The ending left us cold and colored our review.
Sad. - We really wanted to like it.",NEGATIVE
"Jan 9, 2024","There have been some good films in this franchise, and it is easy to criticise when they don't get it right. But I really am over the ""family "" reference, it's become irritating and so have some of the characters. Please, let some of them go! 
I expect a franchise with such good names in it to deliver a good / solid story, great action (at least some times) and leave me wanting more. 
It would have been better to do a stand alone film, rather than the rumoured trilogy (I honestly cannot see this happening and currently would be surprised to see the next one in April 2025 - it was rumoured to be due out then). 
However, that all said, some of it was very good for example the overall story idea, some of the fight scenes (the first one with C Theron is very good), some of the action hits the spot (Rome) and the  development of J Cenas Jacob is quite sweet. I was quite frankly sick of seeing J Mamoa, A Ritchson, B Larson (no fault of their own, just dial it down writers!) and would be interested to see Dom gone, because of the dynamics between the characters. A lot of it was also unnecessary and that meant at times it was slow. Having a sequel so far after, when so much is left in the air, is also pretty frustrating. This is a film that is good in the background and pay attention at the exciting bits.",NEGATIVE
"Jan 8, 2024","It was almost enjoyable how bad this hand grenade of a film this was. The agonising script of (what felt like) recycled cheesy action movie one liners, biffed in a blender with utterly impossible stunts, made me think this must have been written by an AI robot. This has lead me to believe that SURELY this movie is a satire… If so, then this movie hits the mark.",NEGATIVE
"Jan 7, 2024","I have not seen any other Fast film so I had someone give me background on the past films just to see it, and it was worth the background knowledge. The movie was pretty great. The family themselves and the supporting characters were spot on for a first time watch and Jason Mamoa was a spectacular and fun villain. This movie was a great film to start 2024 and I'm now more excited to see the other entries. Can't wait to see part 2 of the film",POSITIVE
"Jan 6, 2024","I enjoyed this, the franchise had to evolve, after all it is a business so I'm not mad, I enjoyed the chaos and one of favourite characters died 😣. I would watch again",POSITIVE
"Jan 6, 2024","The days of non stop CGI enhanced noise, poor scripts and empty plots should, by now, be coming to an end. I guess FFast and Furious movies are now directed toward the younger brain addled youth of today who have been sitting in front a ""device"" since birth. It is a long way (light years) from the original movie and is a total load of, mmmmmmm nothingness. 
I wonder if there is any real acting work available in hollywood
(small letters) or, do these once mostly decent actors have to resort to participating in a non stop green screen festival to feed there families.  
P.S. Don't get me wrong the first couple of F and F movies where passable. Say 3.5 .",NEGATIVE
"Jan 5, 2024","This movie was actually comical,.. shame as the franchise has been a guilty pleasure",NEGATIVE
"Jan 4, 2024","Jason Momoa absolutely STEALS the show. Never saw one movie from the franchise, but decided to watch because…you know…Momoa. He is SO GOOD at being bad.",POSITIVE
"Dec 31, 2023","Filme: Velozes e Furiosos X	@fastx_saga @fastandfuriousde #fastandfurious @velozesefuriososbrasil_ #velozesefuriosos			Assistido: 22-8-23
Elenco: @vindiesel @mrodofficial @prideofgypsies @brielarson @sungkangsta @tyrese @chalizeafrica @jasonstatham @jordanabrewster @johncena @ludacris @nathalieemmanuel
Modelo: #ação #action #ficção 
Duração: 2h 21m	Ano: 2023
Minha opinião: Uns dizem que será uma triologia e outros em duas partes. Mas pelo que sabemos ela esta para terminar. Será? Um filme que sempre ressucita dos mortos. Kkk. Velozes e Furiosos criou um universo único, despertou em muitos o drifty, os carros mexidos, e os rachas. Despertou em uma legião de seguidores dentro e fora das telas. Um filme que sempre inspira a família. Comcerteza algo que marcou foi a perda de Paul Walker. Neste filme não temos carros indo para o espaço, mas aquelas cenas forçadas tem aqui também. Aqui temos Jason Momoa como o grande inimigo da saga e sendo ele o maior. A cada filme aparece um maior que o outro. Mas será que veremos Momoa depois virando a casaca para a família? Se terminar os Velozes aí não veremos mas se continuar, podemos né. Jason Stathan, John Cena, The Rock, e quem sabe com Charlize também. Aqui temos Jason como filho do traficante brasileiro Rayes que foi morto em Velozes 5 e que agora ele vem para vingar. E para isso ele quer a morte do filho de Don é o alvo. E o filme passa por Roma, Rio, Portugal,.... E toda a família é envolvida e Don precisará de ajuda de novas pessoas. Com várias cenas eletrizante e forçadas, enche o tempo de pura adrenalina. Temos aqui os papeis dos atores como de sempre os mesmos e os diferentes são as novas caras: Brie, Alan, Jason, Eastwood,....
Roteiro e enredo Fazem da mesma receita com atores e situações diferentes, mas da mesma receita. Desde o fim do Mundo, aqui mudou para vingança.
Vale apena assistir? Para quem é fã e já sabe oque vai encontrar.
Nota: 6,5",NEUTRAL
"Dec 29, 2023",I made the mistake of having my brain turned on while watching this movie. Does... Does that qualify as a review? I don't know.,NEGATIVE
"Dec 27, 2023","Ngl, I thought this movie was Mission Impssoble with the goofy ah stunts. Why was some invisible guy doing a Minecraft boat clutch?",NEGATIVE
"Dec 27, 2023",It's sad to see what they have done with this franchise. This movie is a horror for the eyes. There is nothing good. It was a painful experience,NEGATIVE
"Dec 27, 2023","This movie was like the Americans finding Auschwitz. No one could believe what they were seeing, but they know the atrocity would stop after they saw it. Enough Vin Diesel! Slink off somwhere and just stop making movies for the love of god",NEGATIVE
"Dec 26, 2023",Is too much to ask that Dom's 1970 Charger survives one of these Goddamn movies? Completely ridiculous!,NEGATIVE
"Dec 26, 2023","This is the worst trash of an already dead and rotting franchise! I would say spy kids is a better and more realistic action spy movie. The plot is simply rediculous, to the point Sharknado is more believable. The characters are a joke and the amount of cameos - I guess money talks. 
Utter rubbish! If I could rate this zero I would.",NEGATIVE
"Dec 26, 2023","The last 3 to 4 movies from this franchise sucks-it's practically a joke. Toretto is basically a superhero. He is untouchable with his car. I really liked the first, third, fourt and maybe the fifth too.",NEGATIVE
"Dec 26, 2023","Still, Fast and Furious movies simply fail to deliver and entertain.",NEGATIVE
"Dec 25, 2023","🇮🇹Fast X è il primo film della trilogia finale della saga di Fast and Furious. Il film fa riferimento al finale di Fast and Furious 5 per trarre, molto probabilmente, il villain più potente della saga che mette in estrema difficoltà i protagonisti. La trama si svolge all'interno delle maggiori città europee e negli States e segue (più o meno) lo stesso filone narrativo che presenta ogni Fast, in quanto porta la divisione dei protagonisti in piccoli gruppetti, i quali poi tentano di ricongiungersi. È un film molto movimentato ma devo dire che non si parte proprio bene. Sono un fan della saga e devo ammettere che se il livello si mantiene così, lo accetto in quanto questi film vanno visti come puro e solo intrattenimento, ma non posso esimermi dall' esaminarlo in quello che è, un film mediocre ma ""salvato"" da un ottimo cliffhanger e una grande scena mid-credit, che apre ottime possibilità per gli ultimi due film della saga. I problemi più giganteschi sono il montaggio terribile della prima parte del film, in quanto le scene sembrano incollate una sopra l'altra senza un motivo logico, inoltre si gioca troppo sulla sospensione dell'incredulità, perché ci sono troppe dinamiche irrealistiche che ti fanno pensare a delle situazioni piuttosto ""tamarre"" e senza senso, le quali erano presenti anche negli altri Fast, ma in questo si sfiora veramente il limite. Le uniche cose buone che si salvano dal film sono l'ottimo sviluppo del villain, poiché risulta veramente odioso, svolgendo quindi correttamente il suo obiettivo incutendo abbastanza timore, in quanto si capisce come sia la maggiore minaccia che la squadra abbia mai affrontato e le performance degli attori abbastanza buone. In definitiva un film che ameranno tutti i fan della saga ma che oggettivamente presenta giganteschi difetti, i quali superano di gran lunga i pregi. Ritengo che da fan, posso dire che comunque è un film che fa godere e che ti fa rimanere a bocca aperta, ma oggettivamente, da un punto di vista cinematografico è veramente di scarsa qualità. ———————————————————————————- 
🇬🇧 Fast X is the first film in the final trilogy of the Fast and Furious saga. The film refers to the finale of Fast and Furious 5 to draw, most likely, the most powerful villain of the saga that puts the protagonists in extreme difficulty. The plot takes place within the major European cities and in the States and follows (more or less) the same narrative thread that presents each Fast, as it brings the division of the protagonists into small groups, which then try to reunite. It's a very eventful movie but I have to say that it doesn't start very well. I am a fan of the saga and I must admit that if the level stays that way, I accept it as these films should be seen as pure and only entertainment, but I can not fail to examine it in what it is, a mediocre film but ""saved"" by an excellent cliffhanger and a great mid-credit scene, which opens up very good possibilities for the last two films. The most gigantic problems are the terrible editing of the first part of the film, as the scenes seem glued on top of each other without a logical reason, moreover you play too much on the suspension of disbelief, because there are too many unrealistic dynamics that make you think of rather ""crazy"" and meaningless situations, which were also present in the other Fasts, but in this they really touch the limit. The only good things that are saved from the film are the excellent development of the villain, as it is really obnoxious, therefore correctly carrying out his goal with enough fear, as it is understood how it is the greatest threat that the team has ever faced and the performances of the actors quite good. Ultimately a film that all fans of the saga will love but that objectively has gigantic flaws, which far exceed the merits. I think that as a fan, I can say that in any case it is a film that makes you enjoy and that makes you feel amazed, but objectively, from a cinematographic point of view it is really of poor quality.",NEGATIVE
"Dec 25, 2023","I have never liked this film franchise, but I've never had so much despise for a film and yet leave itself on a cliffhanger, one that I have no interest in seeing where the story goes.",NEGATIVE
"Dec 24, 2023",Great all star movie... Enchanting.,POSITIVE
"Dec 23, 2023","This is the worst film I've ever seen in the franchise.  Thank god I didn't go to the cinema to watch this. This shows Jason Mamoa can't act camp, the story line is really horrible,  the screenplay is pathetic.  This franchise needs to stop now.",NEGATIVE
"Dec 23, 2023",I feel like this movie was a big upgrade from fast 9. Momoa did a great job and movie felt like something new and fancy. It is a great action movie and the only bad thing is that it wasn't the last movie off the franchise.,POSITIVE
"Dec 23, 2023","Vehicle action on roidz 👍😍
Cast exceptionally grand... Paul Walker cameo was a Kleenex moment 😭",POSITIVE
"Dec 22, 2023",The Movies was good and the action was great by Jason Momoa playing the villain was a wrong choice for the movie. Don't get me wrong Jason Momoa is a great actor but not on Fast X. Jason Momoa was Terrible as a Villain in Fast X. They could have done better with a different actor as the Main Villain cause Jason Momoa was terrible in Fast X.,NEGATIVE
"Dec 16, 2023",Jason is a quite crazy and good villain. He was a good choice. But the whole movie... well I found it boring except the end where Dwayne showed up. I miss Hobbs & Shaw scenes.,POSITIVE
"Dec 15, 2023",Guilty pleasure… love these,NEUTRAL
"Dec 15, 2023",What does the Fast & the Furious franchise and an old man have in common? They can't go anywhere without their Walkers.,NEGATIVE
"Dec 9, 2023",IT WAS REALLY GOOD BUT THANKS FOR LEAVING US ON A CLIFF HANGER AND NOT PUTTING ANOTHER MOVIE OUT TILL 2025. THANKS VERY MUCH I SO DID NOT SMASH MY HEAD INTO A WALL OR TAKE THE REMOTE AND SMASH MY HEAD SO VERY MUCH THANKS PEOPLE OF FAST AND FURIOUS I HOPE WHEN U FART YOU POOP YOURSELF.,POSITIVE
"Dec 6, 2023","""Fast X"" zooms onto the screen with a tire-screeching start, delivering an electrifying love letter to the Fast and Furious saga. Visually, it's a turbocharged masterpiece, boasting jaw-dropping shots that amp up the adrenaline. The film embraces its classic over-the-top action, urging audiences to buckle up and simply savor the ride without overthinking. The stakes soar sky-high, signaling the beginning of the end for the franchise, injecting a thrilling urgency into every scene.

Jason Momoa emerges as the shining star, easily claiming the title of the franchise's best villain. His portrayal is a perfect blend of intimidating and uproariously funny, stealing every scene he graces. John Cena's subplot as Dom's charming brother adds a hilarious dynamic to the family-driven narrative, while Vin Diesel unfortunately falls short once again in the acting department.

The film's Achilles' heel lies in its overstuffed ensemble and multitude of subplots, resulting in an excessive runtime. However, amidst the chaos, ""Fast X"" manages to entertain with its high-octane action, humor, and the promise of an epic closure to the saga. Buckle in, suspend disbelief, and relish the frenzy—it's a rollercoaster you won't want to miss!",NEUTRAL
"Dec 4, 2023",I'm tired of these movies the 1st movie was great the rest bla,NEGATIVE
"Dec 3, 2023",Dumbest movie I've ever seen,NEGATIVE
"Dec 3, 2023",Bloodshot returns defying reality and saving family. This time he faces a Joker variant with God's Eye.,NEGATIVE
