Date,Review,Score
"Feb 17, 2024","8 years since the first movie and 5 years since the second movie Marvel Studios presents their 31st installment in their roster continuing the adventures of the hero who can shrink After the events of ‘Avengers: Endgame’ Scott Lang aka Ant-Man is enjoying his fame and success and couldn’t be happier being with his girlfriend, Hope He’s written a successful book but his daughter Cassie now fully grown up played by Kathryn Newton is acting rebellious since they both lost so much time between his heroing and being snapped for 5 years Cassie wants to contribute to mankind and has even made her own suit being Stinger and created a device to contact the Quantum Realm She, Scott, Hope, Hank Pym, and Janet all get sucked into a sub-atomic universe beneath their own filled with intelligent organisms and the one in charge is a man named Kang played by Jonathan Majors He promises Scott to give him the time he lost with his daughter if he can get Kang what he wants but Janet warns him not to trust Kang, she’s been holding a secret ever since she was trapped in the Quantum Realm for 30 years It's my favorite one out of the three Some of the zippiness is absent but it doesn't skimp on the action and the best reason to see the movie is Jonathan Majors as the villain Kang, he is killing it being the next big threat having a calm demeanor but sounding menacing too Plus given the character’s abilities in the comics he can shape existence and time to his own making The music is much more intense and it's visually stimulating even scenes involving a probability storm almost matching ‘Doctor Strange’ Love Kathryn Newton as older Cassie and it's crazy what they did with the MODOK character tying back to the first film Bill Murray makes a funny cameo too as Krylar They had more of the budget this time around and got creative with the designs of the world and the creatures Sad that Evangeline Lily is in less of this but I’m glad Michelle Pfeiffer has more to do than the previous film This officially starts phase 5 of the MCU with more of the multiverse involved Plus I'm anxious to see what happens later with more properties down the line ‘Quantumania’ is the bigger movie of the three but I think more massive stuff is on the way",POSITIVE
"Feb 17, 2024",Im not a fan of Paul's humor. This movie feels like Marvel's failed attempt to make a star wars movie. The Quantum world is a brilliant idea but feels bland and empty despite countless soulless alien characters inhabiting it. Action is ok. Cgi can be beautiful but also laughable at times. Boring. The only times I was interested is when Kang was on scene.,NEGATIVE
"Feb 17, 2024",totaly different andy great concept story also wounderfull,POSITIVE
"Feb 16, 2024",An average at best MCU film that disappoints on a lot of levels.,NEGATIVE
"Feb 15, 2024",very funny with the ant but the atlantic first king just die so fast ._.,POSITIVE
"Feb 12, 2024",Complete dog sh*t. Terrible.,NEGATIVE
"Feb 5, 2024",It's a lower point in the MCU to date but fun enough.,NEUTRAL
"Feb 4, 2024",The story line was terrible. The acting was okay but not great. Another M-She-U failure.,NEGATIVE
"Jan 30, 2024",Ant-Man and The Wasp: Quantumania has revived Marvel ratings a bit more with the subatomic particles that we have been missing as we really needed more fresh molecules to new storylines.,NEUTRAL
"Jan 30, 2024","There's been a lot of hate for this movie, but it's far from the worst of the Marvel movies. While it doesn't recapture the magic of the original Antman, Jonathan Majors does a good job bringing gravitas and threat to the character of Kang. The negatives: it is hard to believe Scott's teenager daughter is some super science genius that produces technology that outstrips anything Tony Stark could do after decades of making the world's most advanced weapons, and the plot in general is far from deep. It's not clear what Kang's powers are and he sometimes seems to forget he has telekenetic powers and instead tries to street fight. Besides that the acting is good, the jokes are mildly amusing, the visuals are good, and the landscapes and characters fairly creative. This won't make everyone's list of the top 10 Marvel movies, and if it was released ten years ago it would probably have been better received. But if you're a fan of Marvel movies, you will probably enjoy it. And then forget about it.",NEUTRAL
"Jan 25, 2024","At times, it feels like a Star Wars knock-off. At others, its attempts at lightheartedness land as just embarrassing. But still, some really solid super hero sequences that make it worth the watch.",NEUTRAL
"Jan 22, 2024",This movie was unfairly criticized.  I think people were expecting to much.  This is a solid Ant-Man movie.,POSITIVE
"Jan 22, 2024","We thought that we were watching this movie, but we weren't. WE LIKED THE ANTS.",NEGATIVE
"Jan 22, 2024","The movie is beautyful and there is no big problem with CGI. The real bad thing about this movie is the story itself and all the spectation around the villian. This movie was supposed to introduce Kang into the MCU movie scenario, but it failed as the character is really bad developed. All this ""Quantum World"" is worst executed than any ""Spy kids"" movie (which was pretty weird, by the way). Overall, the movie is fails to develop memorable characters and a well told story.",NEGATIVE
"Jan 19, 2024","I had difficulties to stay focused when watching this film. The pacing of the film is off somehow, with very long, oddly placed dialogs. The fighting scenes were not that bad, but sometimes hard to follow.
Some characters were unnecessary, like Krylar, whose only purpose was Bill Murray appearing in the MCU. Kang was awful as a villain, he's just boring. He looks like a boring Rick coming off the citadel of Ricks. That's a huge weak point for the film. Darren was gross most of the time, although he had a few good lines. Besides that, I didn't like all the Star Wars inspired costumes, it didn't fit in the MCU. I think the quantum realm could have been so much more interesting if it was less like just another world similar to ours.
All that said, I did enjoy some parts of the film. Cassie's development and the evolution of the relationship with her dad was compelling. Some characters had interesting designs, like Veb or Xolum. That's also the case for the flying cell-shapes creatures or the living houses.
It's probably my least favorite film from the Multiverse Saga so far.",NEGATIVE
"Jan 18, 2024","Excelente película, súper recomendada",POSITIVE
"Jan 18, 2024",La película muy entretenida,POSITIVE
"Jan 18, 2024",a scene in Jönssonligan has better build up than anything Marvel can create,NEGATIVE
"Jan 18, 2024",La película es muy buena,POSITIVE
"Jan 17, 2024",Super buena y entretenida para ver en Familia o amigos,POSITIVE
"Jan 17, 2024","Es muy buena película, me ah hecho sentir emoción al ver las escenas wow es sorprendente",POSITIVE
"Jan 17, 2024","a great, very good movie with great actors and the story is the coolest thing",POSITIVE
"Jan 17, 2024","Es una película excepcional, me encantó mucho, no pueden perdérsela, disfrútenla con palomitas!",POSITIVE
"Jan 17, 2024","The more appealing thing about the whole enterprise is the mental image of these former A-listers hanging out between takes, swapping stories of the old days and competing over who least understands the script.",POSITIVE
"Jan 17, 2024",Es una película muy buena la verdad la recomiendo bastante por que atrapa todo tu interés y concentración desde el primer minuto.,POSITIVE
"Jan 17, 2024",Me gusto mucho la película ya que la puede ver cualquier tipo de público y es muy entretenida,POSITIVE
"Jan 17, 2024","Una muy buena película con un carácter de drama admirable, el cual indica que tuvo una muy buena producción y banda sonora excelente",POSITIVE
"Jan 17, 2024","Me parece una película genial, con excelentes efectos visuales, además de que me gusta mucho la historia de la nueva saga del UCM",POSITIVE
"Jan 17, 2024",Excelente pelicula la verdad muy recomendada la verdad me dejó sin palabras,POSITIVE
"Jan 17, 2024",Exelente película para mí concepto,POSITIVE
"Jan 17, 2024",Muy chevere la película asombrosa recomendada,POSITIVE
"Jan 17, 2024","Excelente pelicula, tiene todo para estar concentrado desde el inicio hasta el final.",POSITIVE
"Jan 17, 2024",Me pareció una película excelente me gusto desde el inicio y tiene una trama sorprendente,POSITIVE
"Jan 17, 2024",Aunque todavía me gusta la película en general. Cada película de MCU que ahora se está preparando para la próxima está haciendo que personajes como Ant-Man pierdan parte de su encanto.,POSITIVE
"Jan 17, 2024","Ant-Man and the Wasp ofrece una emocionante combinación de acción vibrante, efectos visuales asombrosos y un toque de humor ingenioso que la convierte en una experiencia cinematográfica muy entretenida.",POSITIVE
"Jan 17, 2024",Excelente película marvel  muy buena entretenida divertida chebre muy recomenda 😃👌,POSITIVE
"Jan 17, 2024",Simplemente una maravilla cinematográfica super recomendado,POSITIVE
"Jan 17, 2024",Muy buena película para ver en familia tienen buenas escenas en lo personal me gustó y la recomiendo un 100% a mis hijos les gusta mucho este tipo de películas.,POSITIVE
"Jan 17, 2024",Es muy buena la película me encanta,POSITIVE
"Jan 17, 2024","This is a very interesting movie. Don't miss it it, that really involved me so munch. I really enjoyed. I recommend this movie.",POSITIVE
"Jan 17, 2024","Muy buena película, la trama es interesante y muy bien escogido el reparto de actores",POSITIVE
"Jan 17, 2024","Me pareció una película increíble, disfrute cada segundo de la película, la recomiendo s todos los que quieran pasar un buen rato.",POSITIVE
"Jan 17, 2024","Excelente película, haciendo honor al mundo Marvel",POSITIVE
"Jan 17, 2024",Es una muy buena película la deben ver,POSITIVE
"Jan 17, 2024",Me pareció una excelente película muy divertida,POSITIVE
"Jan 17, 2024",Muy buena película felicidades,POSITIVE
"Jan 17, 2024",Me encantó la película es muy interesante la plataforma está bien echa,POSITIVE
"Jan 17, 2024","Me gustó mucho esta película, la diversión y el humor siguen ahí.",POSITIVE
"Jan 17, 2024",Excelente película súper recomendada,POSITIVE
"Jan 17, 2024","Es una película buena, la disfruté. Tiene buenos gráficos y la calidad es perfecta",POSITIVE
"Jan 16, 2024","Es realmente emocionante, me gusta mucho este tipo de películas, la recomiendo para que la vean y la disfruten ya que tiene una gran aventura y con un elenco excelente.",POSITIVE
"Jan 16, 2024",Me gusto mucho la película tiene cosas muy buenas 🤗,POSITIVE
"Jan 16, 2024",Muy emocionante y trama y gran capacidad para mantener la diversión.Destaca como una de las mejores y más atractivas películas al universo de Marvel.,POSITIVE
"Jan 16, 2024","Es una película muy interesante, sigue la lógica de Marvel, y el hilo de los vengadores sin ser igual a ella.",POSITIVE
"Jan 16, 2024","Fue una experiencia muy gratificante, me enganchó desde el principio hasta el final. Me gustó mucho el  desarrolló los personajes y la trama, y cómo logró transmitir sus emociones y mensajes.",POSITIVE
"Jan 16, 2024","Es una película extraordinaria, grandes efectos especiales y desarrollo de la película está súper recomendada",POSITIVE
"Jan 16, 2024","Espectacular, Absolutamente debes verlo",POSITIVE
"Jan 16, 2024","Excelente película, le doy 5 estrellas por las mejores escenas que jamás e visto",POSITIVE
"Jan 16, 2024",Es muy recomendable y entretenida para ver en familia,POSITIVE
"Jan 16, 2024",excellent super good,POSITIVE
"Jan 16, 2024","""Ant-Man and the Wasp: Quantumania"", ha sido aclamada por su mezcla de acción vibrante y humor ingenioso. La trama lleva a los personajes a nuevas dimensiones, explorando relaciones familiares y desafíos cuánticos. Las actuaciones sólidas y los efectos visuales impresionantes hacen de esta entrega una experiencia entretenida y llena de sorpresas para los fanáticos del Universo Cinematográfico de Marvel.",POSITIVE
"Jan 16, 2024","Es una emocionante película de superhéroe que combina la acción, comedia y aventura. La secuela sigue las peripecias de Scott Lang / Ant-Man mientras lucha por encontrar un equilibrio entre ser un padre soltero y un superhéroe.",POSITIVE
"Jan 16, 2024","Muy buena serie, genial para entretenimiento familiar super recomendada no se la pierdan y compartan en familia super increíble.",POSITIVE
"Jan 16, 2024",i say it's an average superheroes movie,NEGATIVE
"Jan 16, 2024","Excelente película, me encantó 😍",POSITIVE
"Jan 15, 2024","Worst marvel movie ever. Would rather watch ""The Room"" 100 times than watch this movie again",NEGATIVE
"Jan 15, 2024",Muy buena la recomiendo mucho es una buena película para entretenerse,POSITIVE
"Jan 15, 2024","Es una buena película, divertida para ver en familia",POSITIVE
"Jan 15, 2024",La recomiendo es pero muy buena para ver con amigos y familiares,POSITIVE
"Jan 15, 2024",Que buena película me encanto mucho es muy entretenido,POSITIVE
"Jan 15, 2024","Un tráiler muy bueno, lo mejor de marcel son sus efectos especiales muy buenos esperemos que esta pelicula contenga todo lo que esperamos",POSITIVE
"Jan 15, 2024","Excelente, muy recomendada 🤩",POSITIVE
"Jan 15, 2024",Excelente película tiene buena trama y entretiene ala audiencia,POSITIVE
"Jan 15, 2024",Esta película me encanta,POSITIVE
"Jan 15, 2024",Tiene muy buena trama,POSITIVE
"Jan 15, 2024","Muy buena y entretenida 
la recomiendo",POSITIVE
"Jan 15, 2024","Una película increíble, entretenida para un día de descanso para verla en compañía o solo",POSITIVE
"Jan 15, 2024","Super recomendada, trae buena trama y sus detalles escénicos son a otro a nivel",POSITIVE
"Jan 15, 2024","This movie si very interesting, ant man is the hero bold and valuable",POSITIVE
"Jan 15, 2024","Fue excelente me encantó, súper recomendada,",POSITIVE
"Jan 15, 2024","I hope see very soon this movie , i think i amazing , i love ant man , i am so happy about triler , i can' wait to see this great movie",POSITIVE
"Jan 15, 2024","Muy buena, entendí a la perfección todo y me gustó mucho",POSITIVE
"Jan 15, 2024","Es una excelente película, la recomiendo mucho",POSITIVE
"Jan 15, 2024","Felicidades muy buena, que todos los días sigan con buen contenido 👋🔥🔥",POSITIVE
"Jan 15, 2024",La película nos encantó a mi y todos en nuestra casa excelente película la recomiendo,NEGATIVE
"Jan 14, 2024","SPOILER ALERT: 🐜 ...come on guys, seriously?!",POSITIVE
"Jan 14, 2024","Not worth it. I was excited to see this movie, but the entire movie seemed rushed and not at all exciting. There was no strong message conveyed, and the villain wasn't as big of an issue as he seemed to be. The movie itself was more about Ant Man fixing things with his daughter, but even that wasn't very interesting. The ending was even worse. Right when you think it's going to end on a cliffhanger with them stuck in the quantum realm, Cassie just opens up a portal and they leave happily ever after. While I was excited for the first time Kang would be a villain in the MCU, this movie did not contribute to greatly to it.",NEGATIVE
"Jan 13, 2024","I liked the other Ant-Man movies a lot but this one was just okay.
The reason for it is Kang. After seeing Thanos as the ultimate supervillian, Kang looks like an excact copy which don't make me excited at all for the upcoming Marvel films.
To see Bill Murray was by the way such a good suprise honestly.",NEUTRAL
"Jan 13, 2024",Muy buena la película la recomiendo,POSITIVE
"Jan 13, 2024",La película se ve realmente prometedora alta calidad la del estudio con esos efectos especiales y la historia se ve sumamente atrayente,POSITIVE
"Jan 13, 2024","Es una pelicula sorprendente, me gusta la trama y la acción.",POSITIVE
"Jan 13, 2024",Me gustó la película y sobre todo las actuaciones,POSITIVE
"Jan 12, 2024",Buena inesperada me sorprendí del mundo al que llegan y que la madre sea como una super generala de ese mundo,POSITIVE
"Jan 12, 2024","It is a fun movie, with many exciting scenes, without a doubt one of my favorite Marvel movies ❤️.",POSITIVE
"Jan 12, 2024",Excelente calidad de imagen y contenido totalmente recomendable para toso expectador,POSITIVE
"Jan 12, 2024",Excelente reseña me encanto 🙏💘👍,POSITIVE
"Jan 12, 2024","Que gran pelicula, me mantuvo al tanto desde el primer minuto
Wea mas buena q la chucha no hay
Ajajja wena los cauros",POSITIVE
"Jan 12, 2024","Me encantó la película, apta para verla en familia y me gustó que pareciera kan el conquistador, fiel a los cómics muy recomendada",POSITIVE
"Jan 12, 2024","La creatividad de la película es muy buena,el manejo de las esenas en acción y el buen manejo de cámaras",POSITIVE
"Jan 12, 2024",Muy buena pelicula entretenida,POSITIVE
"Jan 12, 2024","It's a great movie, good actors, good theme, and great production. I'm really into it and hope everybody can enjoy it. Also marvel productions are always a great option. It is an absolute must!",POSITIVE
"Jan 12, 2024","Me encanto esta película,la espere con muchas ganas y la verdad es que valió mucho la espera,la recomiendo de todas maneras",POSITIVE
"Jan 12, 2024","Me parece una fantástica película para ver en familia la trama es muy entretenida, y apta para todo público",POSITIVE
"Jan 12, 2024",The movie was very good and entertaining,POSITIVE
"Jan 12, 2024","Excelente película, una clara continuación de su precuela. Recomendado",POSITIVE
"Jan 12, 2024","Excelente película la Vi con mis hijos y les encantó . Tiene mucha acción y a mis hijos les encanta los efectos especiales son únicos 
ME encanto y Ami familia también 😍",POSITIVE
"Jan 12, 2024","Mui buena pelicula, aunqud obviamente a momentos se nota las razones por las cuales la critica le da mala nota, se ve que hay un trabajo de lore bastante excelso ademas de un gran kast, felicitaciones!",POSITIVE
"Jan 12, 2024",Excelente película me gusta la acción,POSITIVE
"Jan 11, 2024","Ummm…. Good-ish?? It's one of the most mediocre movies of the MCU which hurts because of how great it could've been. Kang is a great villain and Paul Rudd still steals the show as Ant-Man, But the writing, acting, and CGI all feel off for some reason with some decisions made feeling very wrong. Disappointing but good enough.",NEUTRAL
"Jan 11, 2024","Above all, 'Quantumania' lives for and for adventure, something that had been lost in previous films of the Marvel Universe, it is colorful, original, different and it corrects the mistakes that Marvel has made during these three years of experimentation. an excellent movie to enjoy with whoever you love most 👌☺️",POSITIVE
"Jan 10, 2024","I thought this movie was great, I recommend it.",POSITIVE
"Jan 10, 2024",Es muy buena película de verdad la recomiendo tiene buena calidad siempre te mantiene atento a que va a pasar muy buenas grabaciones en realidad muy buena la verdad vayan a verla,POSITIVE
"Jan 10, 2024",Muy buena pelicula ahi que verla divertida y super buena la recomiendo ☺️☺️☺️☺️☺️☺️☺️☺️,POSITIVE
"Jan 10, 2024","I know this movie is recieving a lot of backlash, but uncoincidentally and unmistakably, this is my favorite ant-man movie out of the three.",NEUTRAL
"Jan 10, 2024","The last scene was great, missed opportunity to not connect the microverse to the MCU more. The castaways in the microverse were not very entertaining and there didn't really seem to be anything at stake in the storyline, felt too campy.",NEUTRAL
"Jan 10, 2024","I wanted to like this movie, I really did. Unfortunately, this deeper dive into the MCU Multiverse Saga fell kinda flat. If I had to point any fingers I would say this primarily lands in the lap of the writers. Ultimately, it didn't feel like there was anything new here. Never once did I feel the stakes were great, especially considering the weight they had placed on the main villain Kang's shoulders. And aside from some fairly decent performances from Jonathan Majors (oof!) and Paul Rudd, the film was plagued with logical plot holes, character motivations and actions felt confused and at times forced. Likewise, the feeling of blandness also extended to the dialogue as well. If I were to describe the dialogue, I would say they played it safe. I found myself on several occasions being able to predict exactly what a character was about to say before they said it. Sadly, this felt like a missed opportunity.",NEUTRAL
"Jan 10, 2024","Una película muy interesante, muy entretenida,  tiene muy buenos efectos, una historia muy linda, de mucha aventura y que nos hacen sentir dentro de la historia.",POSITIVE
"Jan 10, 2024",I did not enjoy this at all. Antman was not even the main character in his own movie and his daughter was insufferable. Jonathan Majors was the best part of this movie...,NEGATIVE
"Jan 10, 2024","I'd avoided this one since I'd heard a lot of negative reviews, but after watching it, I found it fun. Not quite as good as Ant-Man 1  or 2, but still a good fun movie that hints at larger plans without only being setup.",POSITIVE
"Jan 10, 2024",Es una pelicula basada en superheroes basada en un mundo magico de aventuras muy colorido para ayudar a salvar la humanidad .. te la recomiendo,POSITIVE
"Jan 9, 2024","Tiene un contenido muy interesante, me fascina este tipo de películas",POSITIVE
"Jan 9, 2024","Me gustó mucho esta película, la diversión y el humor siguen ahí.",POSITIVE
"Jan 9, 2024","Es muy buena , tiene mucho que decir. Las animaciones son claras y perfecta para ver en familia. Con algo de humor y misterio si que vale la pena verla. La recomiendo.",POSITIVE
"Jan 9, 2024","Ant-Man and the Wasp: Quantumania"" nos sumerge nuevamente en el intrigante universo cuántico de Marvel. La película mantiene el equilibrio entre la acción trepidante y el humor característico de Ant-Man, mientras explora nuevas dimensiones y desafíos para nuestros héroes. Con giros sorprendentes y efectos visuales impresionantes, esta entrega ofrece una experiencia emocionante para los amantes del cine de superhéroes.",POSITIVE
"Jan 9, 2024","La película es muy buena y divertida, me gustó mucho, gracias por seguir a legrando nuestros hogares",POSITIVE
"Jan 9, 2024","Excelente contenido me encanta como interactúan los personajes la recomiendo mucho, me entretiene mucho y es buena para ver en familia me encantoooooooo lo recomiendo muchoooooo....",POSITIVE
"Jan 9, 2024",Genial súper buena película me encanto.. ✨10,POSITIVE
"Jan 9, 2024","La película ""Ant-Man and the Wasp: Quantumania"" ha recibido críticas mixtas. Algunos expertos destacan las emocionantes secuencias de acción, los impresionantes mundos CGI y el encanto característico del Universo Cinematográfico de Marvel. Sin embargo, otros consideran que la película no logra alcanzar las expectativas esperadas.",POSITIVE
"Jan 9, 2024","Excelente, recomendada 👆",POSITIVE
"Jan 9, 2024","Excelente pelicula, tiene una trama envolvente que te hace querer no despegarte de la pantalla, super recomendadisima para a los amantes del cine y de este género",POSITIVE
"Jan 9, 2024","Excelente película, super recomendada, me parece que tiene un muy buen mensaje ademas de sus buenos gráficos y desenlace.",POSITIVE
"Jan 9, 2024",Muy buena pelicula la estaré esperando con ansias yupiiii,POSITIVE
"Jan 9, 2024","Muy buna pelicula la recomiendo, deberian verla todas las personas",POSITIVE
"Jan 9, 2024",La película es muy buena recomendada tiene unos exelentes gráficos y una vista muy buena,POSITIVE
"Jan 9, 2024","es una emocionante continuación que combina humor y acción de manera magistral. Paul Rudd y Evangeline Lilly ofrecen interpretaciones sólidas, mientras que la trama ingeniosa y las secuencias visuales creativas mantienen a los espectadores comprometidos de principio a fin. La película logra equilibrar el tono ligero con momentos emocionantes, proporcionando una experiencia cinematográfica entretenida y llena de sorpresas.",POSITIVE
"Jan 9, 2024",Fabulosa increíble fantástica pelicula,POSITIVE
"Jan 9, 2024","Excelente película, muy buena trama y excelente producción.",POSITIVE
"Jan 9, 2024",Es muy buena la película ya que tiene mucha acción y es muy entretenidas estas aburrido ves esta maravillosa película de acción y listo,POSITIVE
"Jan 9, 2024",It was a big step down from the other Antman movies the real highlights were Veb and Kang. It felt rushed and not complete.,NEGATIVE
"Jan 7, 2024","This film is a good time, even though the hype for this film ruins the spot to me. Seeing Scott, Hope, Janet, and Hank on another adventure is such a blast, great visuals, most of the humor works, Cassie is a great addition to the MCU, and Kang is a menace. Issues are that Kang is not as powerful as he should be, and the hype on how amazing this movie should be brings it down. But it is still a good film to watch and have a great time in the quantum realm",NEUTRAL
"Jan 6, 2024","Lacking in plot, relatability, solid jokes, action sequences. Not sure this movie needed to be made.",NEGATIVE
"Jan 5, 2024","La película me parece más o menos siento que pudieron quitar algunas escenas y la película seguiría igual, en algunas partes te aburres, pero hubo 2 cosas que me gustaron los villanos kang y modok, aunque lo pudieron aprovechar mejor a este último y la batalla contra el imperio de kang. Por esas razones le doy un 7.8 no la recomiendo tanto.",NEUTRAL
"Jan 5, 2024",This film had a great premise of going to the Quantum realm and exploring an undiscovered world.  It just didn't hit on all cylinders.  Also personally not a fan of King.,NEUTRAL
"Jan 4, 2024","Certainly not the best addition to the mcu or ant man, it answered a few questions like why orange slices but not much else. Probably won't watch again.",NEGATIVE
"Jan 1, 2024",I felt very embarrassed watching this film. Literally. Marvel what are you doing???,NEGATIVE
"Dec 30, 2023","As a fan of the first two Ant-man movies, this was very disappointing for me. It was kind of shocking as I walked in assuming it would at least be as fun as the first two. I like how it began, and I love all the cast. For me, they stayed too long in one particular location too long, making it most of the movie instead of just one act of the movie, which, personally I felt it should’ve been. The villain was well acted, but not presented to be the threat that supposedly is supposed to end up being.",NEGATIVE
"Dec 28, 2023","Tudo nesse filme me fez ficar com um sono que só senhor Jesus na causa, nada me cativa, os personagens são cansados e a história é FRACA.",NEGATIVE
"Dec 28, 2023","Probably one of, if not the WORST movies I've ever seen. The CGI is terrible, the jokes are corny, and the villain looks like the bad-guy from Shark Boy and Lava Girl",NEGATIVE
"Dec 27, 2023","This has to be one of the most overhated films of this year, it wasn't that bad, sure there are moments that aren't good, but still this was a great movie & I enjoyed the whole thing",POSITIVE
