Date,Score,Reviews
"Mar 17, 2024",NEUTRAL,"First the good things about the movie, i really love the worldbuilding and the atmosphiere, it really acompilshed it. But whit this movie there are some flaws, first of all the main character, it looks like it happend nothing whit this character, no learn from mistakes or any development of it, it was compleatly blank. And secondly the movie quiet missed the goals for the story, well at the middle and the end just finaly FOUND WHAT THE GOAL IS GOING TO BE, and even soo it havent reached it, soo i have some hopes that the goal will be more specific and i guesss it will reach it."
"Mar 17, 2024",POSITIVE,"Dune is phenomenal. It is a visual and audible treat that demands a full movie experience of IMAX or at least an impressive screen and surround sound in the home. 

Villeneuve teaches a masterclass in visual storytelling - letting the images on the screen tell the story, leaving heavy exposition to the side. For something as lore heavy as the Dune universe, it's a bold choice. Yet it works brilliantly, the story being played out beautifully with all of its intricacies.

Other adaptations could take notes. Books have to use words, films do not. 

One final note - this film ends on a cliffhanger, but even then Villeneuve has managed to make it an end that would have stood should he not have got a sequel. There is much to learn from this adaptation - one can only hope the media giants learn the right lessons."
"Mar 17, 2024",POSITIVE,"Late to the party.  Had been a fan of the original book and somewhat let down by the original film.  As is often the case film adaptations don't meet the high expectations of the 'fan' reader.  However a love of Timothee Chalamet's work since 'Call Me By Your Name' (and yes, even in 'Wonka') had me weakened to planning to go see Dune 2.  But thanks to good marketing a new run of Dune pushed me into the theatre to see Chalamet's first outing.  Perfect, kept very true to the book and Timothee was a perfect fit as Paul Atreides.  If like me you missed this first time around, see it ahead of the sequel."
"Mar 17, 2024",NEUTRAL,"it was alright. I liked the David Lynch version better. This version was slow and really didnt get into it as well as Lynch even though Lynch strayed from the novel more.  I think it spent too much time and effort in being ""inclusive"" The acting in Lynch's version was far superior with the amount of well-seasoned actors it had.  The acting in this version made the characters feel hollow and you really couldnt get invested in them"
"Mar 17, 2024",NEUTRAL,"My history with Dune is that I read the books a long time ago, watched Dune 1984 several times, and also enjoyed the 2000 miniseries (especially the Children of Dune sequel).  My primary feeling after finishing Dune 2023 is I'd like to go back to any of those.  I don't quite understand how Dune 2023 managed to be so long with so little actually happening, and I also doubt how much I would have understood it without subconsciously filling in the story details I knew from other sources.  I was especially disappointed by the absence of any meaningful screentime for the Spacing Guild and any demonstration of how they use spice for space travel.  I feel like this would have been better served as a single 3 hour movie.  Hopefully part 2 will pay off, but even that would leave part 1 just feeling like a labored introduction."
"Mar 17, 2024",POSITIVE,The movie is genius but I will say when I see a Science Fiction movie I see more action this does not pass the test but the movie overall is amazingly done
"Mar 16, 2024",POSITIVE,The foundations of this epic story echo the same grand feeling found in Fellowship of the Ring.
"Mar 16, 2024",POSITIVE,Really great movie if you like the genre.
"Mar 16, 2024",NEGATIVE,"Bagpipes, whispering, and just all round confusing situations. A story nobody can follow."
"Mar 16, 2024",POSITIVE,"Villeneuve folds spacetime and you're 25,000 years in the future for 3 hours in a different galaxy - enjoy the ride."
"Mar 16, 2024",POSITIVE,Absolute masterpiece
"Mar 16, 2024",POSITIVE,What I needed to see? Check. What I needed to hear? Check. How the talents emotionally affected me? Check. How well I appreciated the little details? Check. How the music made me feel? Check. Near perfect.
"Mar 16, 2024",POSITIVE,A great film! I wait the next episode.
"Mar 16, 2024",NEUTRAL,It a good start to the Dune Series and some action scenes. Just takes it's time to get going.
"Mar 16, 2024",POSITIVE,"A thrilling, incredibly cinematic experience and a beautifully done adaptation of the first half of the original Dune novel by Frank Herbert. The visuals and story feel immensely grand in scale while being paired with an emotional and powerful musical score by Hans Zimmer. Truly captivating in every way and along with Part 2, sets a new standard for how sci-fi films should be made from now on. For sure one of my all-time favorite movies!"
"Mar 15, 2024",POSITIVE,"Absolutely fantastic, one of the best movies of the 21st century. The acting was so amazing you could see their thoughts even when it wasn't voiced. The characters are so complex and intriguing. It doesn't have much action but the action it does have is wonderful."
"Mar 15, 2024",NEGATIVE,Incomprehensible nonsense and ridiculous fight scenes. Who are the bad guys? Worst thing  I've seen in years
"Mar 15, 2024",NEUTRAL,"Enjoyable, but not as good as the 2000 mini series."
"Mar 15, 2024",POSITIVE,It's a very slow movie but I enjoyed it. Great story!
"Mar 15, 2024",POSITIVE,"This is A Beautiful pictured Movie.

A long Beautiful and amazing  Journey.


Warriors that come from one place to help others with war that was amazing to watch.

I can't wait to watch Dune 2!"
"Mar 15, 2024",NEGATIVE,I like 80s Dune better
"Mar 14, 2024",POSITIVE,"An amazing adaptation of Frank Herbert's visionary classic. Awesome in scope and scale, this movie makes understanding the complicated plot much simpler."
"Mar 14, 2024",POSITIVE,"Denis Villeneuve sets a stage for a sci-fi epic, while not alienating the audience unfamiliar with the source material."
"Mar 14, 2024",POSITIVE,"Great story and executed amazingly. The music and setting and cinematography blend in beautifully. The pace was a little slow, but a unique and action packed story. This WILL go down in history as a classic movie."
"Mar 13, 2024",POSITIVE,Great movie. It's better than the first live adaptation of the Dune books.
"Mar 13, 2024",POSITIVE,"With some spectacular storyline, but drama build up is quite a disappointment."
"Mar 13, 2024",POSITIVE,Dune does not disappoint.   I liked it.  Looking forward to part 2.
"Mar 13, 2024",NEGATIVE,this movie is Tik Tok e-boy with no muscle mass with other more famous celebrities the movie. The guy in the trailer just looks like every single guy on Tik Tok singing without singing all in all it's a good movie  but it's not better than the old Dune I prefer that one far more
"Mar 13, 2024",NEGATIVE,"Sound is amazing. There isn't much too look at. If you like grey & grainy footage, this may be for you. Does it follow the book? No, it doesn't even try. It only gets worse in part II."
"Mar 12, 2024",POSITIVE,Amazing film didn't see it in the theater unfortunately but it's still a great film own the DVD and I watched it almost everyday and I love it
"Mar 12, 2024",POSITIVE,It´s a really good movie and an excellent adaptation of the book
"Mar 12, 2024",NEUTRAL,"A decent attempt hurt by an agonizingly slow place deliberately intended to stretch the film into multiple installments, and missing the delicious weirdness of the original (and unfairly derided) original -- required viewing for any hope of understanding this film. Splitting the film into two pieces was sold as allowing the filmmaker to tell the complete story, but instead we get filler of long exterior scenes, conversations with little meaning to the plot and hints at ideas still come later, in another film, but lacking any payoff within this installment. In the end, we are treated to an expensive film at a fine French restaurant, leaving hungry and wondering if we should bother returning."
"Mar 12, 2024",POSITIVE,"Very good film, can feel slow at times but it has a lot of world-building to do!"
"Mar 12, 2024",POSITIVE,"It's so obvious that everyone involved is doing their best and every technical aspect goes crazy hard on all fronts, which helps carry a very comlicated story and makes it work. I feel like this is going to age like wine"
"Mar 12, 2024",POSITIVE,"The film Dune 2 practically begins where the first one ended. Therefore, before watching the second part, it's worth refreshing our memory with Dune 1.

The creators of the film tried to stay as faithful to the original material as possible, but due to the limitations of the cinematic format, they had to omit some important parts of the book and even certain characters. We will only see Jessica and Leto Atreides daughter as an embryo in her mother's womb. Consequently, we won't witness the crucial conversation between Alia, the Baron, and the Emperor. Additionally, the Mentat Hawat is absent in the second part, and Piter De Vries makes only a brief appearance. The time span from Duke Leto Atreides' death to the final scene in the book has also been shortened. While in the novel, it spans 4-5 years, in the film, it's less than 9 months. It's unlikely that such a short period could transform a 17-year-old boy into a leader of rebels.
The screenplay's shortcomings are fully compensated by the cinematography and artistic techniques. Each frame is a professional work of art. The wide shots of House Harkonnen's military might, the architecture of Arrakis, the eight-legged military vehicles, desert landscapes, and the Fremen riding on sandworms—all unfold on the screen accompanied by Hans Zimmer's hypnotic music.
Expressive techniques were also generously employed to enhance the visual context: Feyd-Rautha's battle with the captive warriors of House Atreides, the cannibals, the intimate scene in Lady De Vries' chamber, and more. It's precisely these non-verbal visual techniques that make viewers appreciate Villeneuve's films.""

The characters in Denis Villeneuve's film Dune have been meticulously crafted with attention to detail and aesthetics, even when it comes to the most unpleasant portrayals. Viewers don't need to search for hidden meanings behind the characters because the visual component makes them highly comprehensible.
Regarding the acting, we haven't seen anything fundamentally new compared to Dune 1. However, there are some notable aspects worth mentioning. 

Director Villeneuve gave Paul Atreides less than 9 months for his transformation into Muad'Dib. Did Timothée Chalamet manage this ‘quantum leap'? In the final part of the film, Chalamet carries the emotional weight of almost all scenes, while other characters, including Jessica and Stilgar, take a backseat, serving as the backdrop for Muad'Dib. Whether the actor justified the director's trust is not a straightforward answer. Paul Atreides's internal ambivalence as a character is complex—on one hand, there's contradiction, vision, reflection, and doubt; on the other hand, there's determination, responsibility, and firmness. Perhaps due to the limited time, convincing execution of challenging scenes fell short. The director's mistake is that Muad'Dib may be the messiah, but not the executioner.  Whether the actor had real chances for success with such a complex task remains an open question.

In Dune 1, Baron Vladimir Harkonnen was the primary antagonist, but in Dune 2, we witness the rivalry between uncle and nephew, which turns into a true acting battle. Stellan Skarsgård, although performing his role well, ultimately takes a backseat.""
Low-set eyes on a pale, cold face, and the black palate of a half-open mouth with plump, almost childlike lips magnetically draw attention. Austin Butler kept the focus of the audience on his character with a kind of cheeky ease while Timothee Chalamet went crazy with who he now has to show people: Paul Atreides, Muad'Dib, Usul, Kwisatz Haderach, Lisan al-Gaib. Butler doesn't have a lot of experience as a leading actor in box office films. The main role of Elvis Presley is rather an exception. However, Feyd-Rautha provides the best acting contribution in the second part of Dune. It's one of those cases where you want to witness character development, but the script doesn't afford that opportunity.

The film also sheds light on important contemporary themes through the events unfolding on Arrakis. It's not entirely clear whether Denis Villeneuve intended to draw parallels with the present day or if it's merely his interpretation of the original book's text.

Dune 2 vividly portrays the struggle against a cruel aggressor who plays the role of a colonizer and a sadistic killer. The ‘good old simple solutions' involving artillery against the peaceful population of Siach Tabr to suppress resistance serve as a poignant example. The film also emphasizes the significance of possessing nuclear weapons, while climate change concerns take a backseat. 
Among the Fremen, there's no unified survival strategy, and the choice between fighting and fleeing sparks heated debates. Resisting the aggressor could lead to a prolonged and bloody galactic war. Ownership of a valuable resource keeps the Fremen at the center of political battles.""

The fair-skinned aristocrat Paul Atreides attempts to find common ground with the Fremen. Despite his bold actions, he doesn't escape mockery from the native inhabitants of Arrakis. Paul becomes a messiah for the Fremen due to their fanatical belief in religious prophecies, but was it truly his desire, and are the Fremen ready to follow their Lisan al-Gaib beyond the boundaries of Arrakis?
The final scene of the power struggle in Dune 2 reveals that the Messiah on the throne transforms into a politician. Did his followers understand this? Perhaps the answers lie in the third installment of the saga.

In Denis Villeneuve's film, Princess Irulan possesses ambitions and motivations, unlike her portrayal in the original book. This adds intrigue to the anticipation of Dune 3. Additionally, viewers catch a glimpse of Paul's sister, Alia.
In Frank Herbert's novel, Chani is presented within the framework of a patriarchal world, but Villeneuve pushes her beyond those limits. Chani in the film is independent and self-assured, refusing to be ‘first among equals.' The film's conclusion appears more vivid than in the book, thanks to sharp contradictions and conflicts among the characters, which piques interest for the future sequel.

Overall, Dune 2 has set the stage for an epic cinematic saga that science fiction enthusiasts have long awaited."
"Mar 12, 2024",NEUTRAL,"It serves its purpose as a foundation for a sequel and it serves it well. With breathtaking visuals and cinematography, Villeneuve's ambitious worldbuilding paves the way for something bigger in the later installments. Understandably, juggling a hefty storyline and its huge ensemble of characters is no easy task, though you might be expecting to see more being done with them."
"Mar 12, 2024",NEGATIVE,"A dull, tedious and inconsistent film. The modern day bores idea of a good time. The best acting performance was that of a gigantic sand worm."
"Mar 12, 2024",POSITIVE,"Incredible Cinematography. Amazing Cast. For a First Time Watcher, it was quite confusing, but I would think after watching it, a few times more, it will get better."
"Mar 12, 2024",NEGATIVE,It's the type of movie you re-play to help fall asleep. Too long and monotonous.
"Mar 12, 2024",POSITIVE,Felt engaged all throughout!  A hard feat for some movies with longer runtimes.
"Mar 11, 2024",POSITIVE,"A long time ago, David Lynch directed Dune which of course you know, I haven't seen it. From what I found out today is that it's a box office bomb back in the day. Unfortunately a remake of this epic space opera has came to our faces only in two parts along with the third one which is in development later on with the director of Prisoners, Sicario, Arrival and Blade Runner 2049, the movie itself has received praise from fans who think this is a better film all around and now with it's sequel on the other hand, Part Two has gotten even better than ever reaching up to The Lord of the Rings trilogy, The Dark Knight, The Godfather Part 1 &2, The Shawshank Redemption, Schindler's List and Pulp Fiction just to name a few. With this however, it's got a huge amount of actors and actresses involved, one of which you will recognise. In the distant future, Duke Leto Atreides, ruler of the planet Caladan, is assigned by the Padishah Emperor Shaddam IV to replace Baron Vladimir Harkonnen as the fiefholder of Arrakis, a harsh desert planet and sole source of ""spice"", a valuable psychotropic substance that imparts heightened vitality and awareness. Lady Jessica, is an acolyte of the Bene Gesserit, an exclusive sisterhood whose members possess advanced physical and mental abilities. As part of their centuries-long breeding program, they instructed her to bear a daughter whose son would become the Kwisatz Haderach, a Bene Gesserit and messianic superbeing with the clairvoyance necessary to guide humanity to a better future. She disobeyed and bore a son, Paul, who is trained by Leto's aides, Duncan Idaho, Gurney Halleck, the Suk doctor Wellington Yueh, and the Mentat Thufir Hawat; Jessica teaches him Bene Gesserit disciplines. Paul confides in Jessica and Duncan of his troubling visions of the future. With the sequel of Part 2 been in cinemas recently I decided to watch the first part of Dune and that caught me by surprise in the fair tie and I've watched this twice now. I watched it last night while I was drinking my beer and now on my second watch, that had me preparing myself to review it and give my full thoughts on what I think of it and give it a much bigger praise just like others do. With IT with Pennywise done the same thing with the part 1 & 2, Dune will have the opportunity to do so along with the others years ago. When Paul and Lady Jessica are being chased by a strange giant worm with it's gigantic mouth with no eyes, that had me saying ""What the hell was that?"" and Paul just answered ""It's a thumper."" With it being similar to Star Wars, The Lord of the Rings and Harry Potter, Dune is the best achievement to get sci-fi fans and movie fans infested in the journeys with fantastic visual effects, marvelous cinematography, great story and immense music by Hans Zimmer despite not sounding exactly like those powerful ones he did in the past. Now with that film being done, stay tuned for Part 2 in the near future. I still haven't seen the original version by David Lynch but what the hell, the remake is much better in Part 1 to be exact. Definitely worth it for six Oscars. Now, with Zendaya said it best: ""This is only the beginning."""
"Mar 11, 2024",POSITIVE,"A refreshing one-time experience after so many years of marvel dominated cinema. Dune is slower paced, artistic and focused on visual storytelling, which i didn't know i was absolutely craving for all these years."
"Mar 11, 2024",POSITIVE,"Really loved this movie. Not my usual genre to rush and see, really exceeded expectations. Have not seen a sweeping epic of this magnitude in many, many years. It had moments of such intricate focus alongside those gorgeous visual scenes. 
No easy feat. Made true stars out of Timothee Chalamet  and Zendaya in an already stellar cast! Stunning, piercing, perfectly restrained in moments and wonderfully epic in others. Amongst the bursting overflow of Marvel movies and Hollywood blockbusters thrown out at an alarming rate these days, this sets the bar completely in a league of it's own... it sets the bar for all blockbusters that will follow. Amazing!"
"Mar 11, 2024",POSITIVE,"One of my favorite movies. World-building, fantastic visuals and music, character development that you're invested in, plus loyally honoring the Dune books. Could watch over and over and still appreciate."
"Mar 11, 2024",NEUTRAL,"dune is a big set film with plenty of stars including Rebecca Ferguson, star timothy chameleon but It's Oscar Isaac who gives the number one performance. My only complaint was there needed to be less big sounding music."
"Mar 11, 2024",NEGATIVE,"It was like 3 hour montage of crescendos, but with no plot or character development to give any context or meaning to the over-the-topness of it all.  Couldn't bring myself to care about any of the characters."
"Mar 11, 2024",POSITIVE,"Awesome movie, Denis Villeneuve really has a great vision"
"Mar 11, 2024",POSITIVE,Great Movie! Watched it twice!
"Mar 10, 2024",NEGATIVE,Lynch's version is better. This one is all style and no substance and the acting is sub-par.
"Mar 10, 2024",POSITIVE,Another masterpiece by Denis.
"Mar 10, 2024",POSITIVE,it was amazing as of the CGI and the production allthough it was boring at a lot of points in the film. so thats why it is not a 5 star film.
"Mar 10, 2024",POSITIVE,Good first movie to start franchise
